Nijmegen - Venlo,,,,,,,,,,,
Delfzijl - Groningen,,,,,,,,,,,
"Amsterdam Centraal - Haarlem, Den Haag HS - Leiden Centraal, Haarlem - Leiden Centraal",,,,,,,,,,,
Roermond - Sittard,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
Eindhoven - Venlo,,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Roosendaal",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
Amersfoort - Schiphol Airport,,,,,,,,,,,
Dordrecht - Rotterdam Centraal,,,,,,,,,,,
Amersfoort - Amsterdam Centraal,,,,,,,,,,,
Almere Oostvaarders - Utrecht Centraal,,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Zwolle",,,,,,,,,,,
Leeuwarden - Stavoren,,,,,,,,,,,
Heerlen - Sittard,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Den Haag Centraal - Leiden Centraal, Haarlem - Leiden Centraal",,,,,,,,,,,
Leeuwarden - Stavoren,,,,,,,,,,,
Delfzijl - Groningen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Heerlen - Maastricht,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
"Almelo - Deventer, Almelo - Hengelo, Enschede - Hengelo",,,,,,,,,,,
Alphen a/d Rijn - Gouda,,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Utrecht Centraal",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
Amersfoort - Utrecht Centraal,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
"Amersfoort - Apeldoorn, Apeldoorn - Deventer",,,,,,,,,,,
Emmen - Zwolle,,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Utrecht Centraal",,,,,,,,,,,
Arnhem - Utrecht Centraal,,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Zutphen",,,,,,,,,,,
Arnhem - Tiel,,,,,,,,,,,
Lelystad Centrum - Schiphol Airport,,,,,,,,,,,
Schiphol Airport - Utrecht Centraal,,,,,,,,,,,
"Almelo - Zwolle, Amersfoort - Zwolle, Deventer - Zwolle, Emmen - Zwolle, Groningen - Zwolle, Kampen - Zwolle, Leeuwarden - Zwolle",,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
Deventer - Zwolle,,,,,,,,,,,
Alphen a/d Rijn - Gouda,,,,,,,,,,,
Schiphol Airport - Utrecht Centraal,,,,,,,,,,,
"Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport",,,,,,,,,,,
Arnhem - Utrecht Centraal,,,,,,,,,,,
Rhenen - Utrecht Centraal,,,,,,,,,,,
"Arnhem - Frankfurt (M) Hbf, Arnhem - Winterswijk",,,,,,,,,,,
Schiphol Airport - Utrecht Centraal,,,,,,,,,,,
"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
Amsterdam Centraal - Utrecht Centraal,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
's-Hertogenbosch - Eindhoven,,,,,,,,,,,
Amsterdam Centraal - Schiphol Airport,,,,,,,,,,,
"Eindhoven - Roermond, Roermond - Sittard, Roermond - Venlo",,,,,,,,,,,
"Rotterdam Centraal - Schiphol Airport, Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam",,,,,,,,,,,
Roosendaal - Vlissingen,,,,,,,,,,,
"Arnhem - Utrecht Centraal, Rhenen - Utrecht Centraal",,,,,,,,,,,
Baarn - Utrecht Centraal,,,,,,,,,,,
"Amersfoort - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
Emmen - Zwolle,,,,,,,,,,,
Groningen - Zwolle,,,,,,,,,,,
Leeuwarden - Zwolle,,,,,,,,,,,
"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",,,,,,,,,,,
Leiden Centraal - Schiphol Airport,,,,,,,,,,,
Roosendaal - Vlissingen,,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
Breda - Rotterdam Centraal,,,,,,,,,,,
Groningen - Leeuwarden,,,,,,,,,,,
's-Hertogenbosch - Eindhoven,,,,,,,,,,,
"Breda - Dordrecht, Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
Roosendaal - Vlissingen,,,,,,,,,,,
Eindhoven - Roermond,,,,,,,,,,,
Arnhem - Tiel,,,,,,,,,,,
"Breda - Dordrecht, Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
Kampen - Zwolle,,,,,,,,,,,
"Groningen - Zwolle, Leeuwarden - Zwolle",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",,,,,,,,,,,
"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",,,,,,,,,,,
"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck",,,,,,,,,,,
"Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",,,,,,,,,,,
Winterswijk - Zutphen,,,,,,,,,,,
Groningen - Roodeschool,,,,,,,,,,,
"Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
Hamm (Westf.) - Venlo,,,,,,,,,,,
"Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal",,,,,,,,,,,
"Amsterdam Centraal - Schiphol Airport, Den Haag Centraal - Leiden Centraal, Leiden Centraal - Schiphol Airport",,,,,,,,,,,
Amsterdam Centraal - Utrecht Centraal,,,,,,,,,,,
Almelo - Mariënberg,,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
Amersfoort - Utrecht Centraal,,,,,,,,,,,
Baarn - Utrecht Centraal,,,,,,,,,,,
,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Leeuwarden - Zwolle,,,,,,,,,,,
Leeuwarden - Zwolle,,,,,,,,,,,
Alkmaar - Amsterdam Centraal,,,,,,,,,,,
Haarlem - Uitgeest,,,,,,,,,,,
Heerlen - Kerkrade Centrum,,,,,,,,,,,
's-Hertogenbosch - Tilburg,,,,,,,,,,,
Eindhoven - Tilburg,,,,,,,,,,,
Schiphol Airport - Utrecht Centraal,,,,,,,,,,,
Amersfoort - Ede-Wageningen,,,,,,,,,,,
Eindhoven - Tilburg,,,,,,,,,,,
Amersfoort - Zwolle,,,,,,,,,,,
Schiphol Airport - Zaandam,,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Amersfoort - Ede-Wageningen,,,,,,,,,,,
Hamm (Westf.) - Venlo,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Eindhoven - Venlo,,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
"Arnhem - Frankfurt (M) Hbf, Arnhem - Nijmegen, Arnhem - Tiel, Arnhem - Utrecht Centraal, Arnhem - Winterswijk, Arnhem - Zutphen",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
Enkhuizen - Hoorn,,,,,,,,,,,
Baarn - Utrecht Centraal,,,,,,,,,,,
"Amsterdam Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
Amersfoort - Zwolle,,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Roosendaal",,,,,,,,,,,
"Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
Leeuwarden - Zwolle,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal",,,,,,,,,,,
Heerlen - Maastricht,,,,,,,,,,,
"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Zwolle",,,,,,,,,,,
Apeldoorn - Zutphen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Amsterdam Centraal - Haarlem,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Nijmegen - Venlo,,,,,,,,,,,
"Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
Winterswijk - Zutphen,,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Haarlem - Leiden Centraal,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
Eindhoven - Roermond,,,,,,,,,,,
Breda - Roosendaal,,,,,,,,,,,
Amersfoort - Apeldoorn,,,,,,,,,,,
Amersfoort - Ede-Wageningen,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
Eindhoven - Venlo,,,,,,,,,,,
"Arnhem - Frankfurt (M) Hbf, Arnhem - Winterswijk, Arnhem - Zutphen",,,,,,,,,,,
Groningen - Veendam,,,,,,,,,,,
Heerlen - Sittard,,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Roosendaal",,,,,,,,,,,
Breda - Roosendaal,,,,,,,,,,,
Groningen - Roodeschool,,,,,,,,,,,
Amersfoort - Apeldoorn,,,,,,,,,,,
Alphen a/d Rijn - Gouda,,,,,,,,,,,
Eindhoven - Roermond,,,,,,,,,,,
Breda - Roosendaal,,,,,,,,,,,
Amersfoort - Zwolle,,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Utrecht Centraal",,,,,,,,,,,
"Delfzijl - Groningen, Groningen - Roodeschool",,,,,,,,,,,
Groningen - Leeuwarden,,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Maastricht - Sittard,,,,,,,,,,,
Amersfoort - Apeldoorn,,,,,,,,,,,
Groningen - Leeuwarden,,,,,,,,,,,
Alkmaar - Amsterdam Centraal,,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
Hengelo - Zutphen,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
Winterswijk - Zutphen,,,,,,,,,,,
"Berlin Ostbahnhof - Hengelo, Hengelo - Oldenzaal",,,,,,,,,,,
Arnhem - Nijmegen,,,,,,,,,,,
Arnhem - Tiel,,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
Almere Oostvaarders - Utrecht Centraal,,,,,,,,,,,
Amsterdam Centraal - Hoorn,,,,,,,,,,,
Amsterdam Centraal - Hoorn,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
Alkmaar - Den Helder,,,,,,,,,,,
Groningen - Zwolle,,,,,,,,,,,
Hamm (Westf.) - Venlo,,,,,,,,,,,
Leeuwarden - Zwolle,,,,,,,,,,,
Groningen - Zwolle,,,,,,,,,,,
's-Hertogenbosch - Nijmegen,,,,,,,,,,,
Winterswijk - Zutphen,,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
"Amsterdam Centraal - Hoorn, Enkhuizen - Hoorn",,,,,,,,,,,
"Haarlem - Leiden Centraal, Haarlem - Uitgeest",,,,,,,,,,,
"'s-Hertogenbosch - Utrecht Centraal, Tiel - Utrecht Centraal",,,,,,,,,,,
Haarlem - Uitgeest,,,,,,,,,,,
"Almelo - Deventer, Almelo - Zwolle",,,,,,,,,,,
Amsterdam Centraal - Utrecht Centraal,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Hengelo - Zutphen,,,,,,,,,,,
Haarlem - Leiden Centraal,,,,,,,,,,,
Delfzijl - Groningen,,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
Rotterdam Centraal - Utrecht Centraal,,,,,,,,,,,
"Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
Rotterdam Centraal - Utrecht Centraal,,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Roosendaal - Vlissingen,,,,,,,,,,,
Amersfoort - Apeldoorn,,,,,,,,,,,
Amsterdam Centraal - Hoorn,,,,,,,,,,,
Amersfoort - Apeldoorn,,,,,,,,,,,
Amersfoort - Zwolle,,,,,,,,,,,
Amsterdam Centraal - Lelystad Centrum,,,,,,,,,,,
Lelystad Centrum - Schiphol Airport,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
Maastricht - Sittard,,,,,,,,,,,
's-Hertogenbosch - Eindhoven,,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Amersfoort - Zwolle,,,,,,,,,,,
"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
"Alkmaar - Amsterdam Centraal, Alkmaar - Den Helder, Alkmaar - Hoorn",,,,,,,,,,,
Hamm (Westf.) - Venlo,,,,,,,,,,,
's-Hertogenbosch - Eindhoven,,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Geldermalsen, Dordrecht - Roosendaal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
Alkmaar - Amsterdam Centraal,,,,,,,,,,,
"Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
Amersfoort - Apeldoorn,,,,,,,,,,,
Amersfoort - Ede-Wageningen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Alkmaar - Hoorn, Amsterdam Centraal - Hoorn, Enkhuizen - Hoorn",,,,,,,,,,,
Groningen - Leeuwarden,,,,,,,,,,,
"Breda - Rotterdam Centraal, Breda - Dordrecht, Breda - Roosendaal, Breda - Tilburg",,,,,,,,,,,
"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal",,,,,,,,,,,
Dordrecht - Rotterdam Centraal,,,,,,,,,,,
Almelo - Mariënberg,,,,,,,,,,,
Arnhem - Zutphen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Hengelo - Zutphen,,,,,,,,,,,
Deventer - Zwolle,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Groningen - Roodeschool,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Utrecht Centraal",,,,,,,,,,,
Arnhem - Nijmegen,,,,,,,,,,,
"Amsterdam Centraal - Hoorn, Enkhuizen - Hoorn",,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
"'s-Hertogenbosch - Utrecht Centraal, Dordrecht - Geldermalsen, Tiel - Utrecht Centraal",,,,,,,,,,,
Amersfoort - Ede-Wageningen,,,,,,,,,,,
Dordrecht - Rotterdam Centraal,,,,,,,,,,,
"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",,,,,,,,,,,
Harlingen Haven - Leeuwarden,,,,,,,,,,,
"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",,,,,,,,,,,
"Brussel-Zuid/Midi - Rotterdam Centraal, Paris-Nord - Rotterdam Centraal, Antwerpen-Centraal - Roosendaal",,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen, Amersfoort - Schiphol Airport, Amersfoort - Utrecht Centraal, Amersfoort - Zwolle",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
Amersfoort - Utrecht Centraal,,,,,,,,,,,
"Amersfoort - Apeldoorn, Apeldoorn - Deventer",,,,,,,,,,,
Alkmaar - Hoorn,,,,,,,,,,,
"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Harlingen Haven - Leeuwarden,,,,,,,,,,,
"Almelo - Deventer, Almelo - Hengelo, Enschede - Hengelo",,,,,,,,,,,
Almelo - Hengelo,,,,,,,,,,,
Alphen a/d Rijn - Gouda,,,,,,,,,,,
Arnhem - Tiel,,,,,,,,,,,
Amersfoort - Zwolle,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
"Breda - Rotterdam Centraal, Breda - Dordrecht, Breda - Roosendaal, Breda - Tilburg",,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Roosendaal",,,,,,,,,,,
Leiden Centraal - Utrecht Centraal,,,,,,,,,,,
Winterswijk - Zutphen,,,,,,,,,,,
's-Hertogenbosch - Utrecht Centraal,,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Enschede - Hengelo,,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Zutphen",,,,,,,,,,,
Amersfoort - Schiphol Airport,,,,,,,,,,,
Schiphol Airport - Utrecht Centraal,,,,,,,,,,,
"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",,,,,,,,,,,
Apeldoorn - Zutphen,,,,,,,,,,,
Groningen - Leeuwarden,,,,,,,,,,,
"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal",,,,,,,,,,,
Den Haag Centraal - Leiden Centraal,,,,,,,,,,,
Apeldoorn - Zutphen,,,,,,,,,,,
Apeldoorn - Zutphen,,,,,,,,,,,
Arnhem - Utrecht Centraal,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",,,,,,,,,,,
,,,,,,,,,,,
"Berlin Ostbahnhof - Hengelo, Hengelo - Oldenzaal",,,,,,,,,,,
Apeldoorn - Zutphen,,,,,,,,,,,
Roosendaal - Vlissingen,,,,,,,,,,,
"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag Centraal - Utrecht Centraal",,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland), Groningen - Veendam",,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
Dordrecht - Geldermalsen,,,,,,,,,,,
Arnhem - Winterswijk,,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Zutphen",,,,,,,,,,,
Alkmaar - Amsterdam Centraal,,,,,,,,,,,
Almelo - Deventer,,,,,,,,,,,
Arnhem - Tiel,,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Zwolle",,,,,,,,,,,
Amsterdam Centraal - Utrecht Centraal,,,,,,,,,,,
Amersfoort - Utrecht Centraal,,,,,,,,,,,
Amsterdam Centraal - Utrecht Centraal,,,,,,,,,,,
"Almelo - Deventer, Almelo - Hengelo, Almelo - Mariënberg, Almelo - Zwolle",,,,,,,,,,,
's-Hertogenbosch - Utrecht Centraal,,,,,,,,,,,
"Arnhem - Nijmegen, Arnhem - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
"Amersfoort - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",,,,,,,,,,,
"Arnhem - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",,,,,,,,,,,
"Eindhoven - Venlo, Nijmegen - Venlo",,,,,,,,,,,
"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",,,,,,,,,,,
Amersfoort - Utrecht Centraal,,,,,,,,,,,
Roermond - Sittard,,,,,,,,,,,
Eindhoven - Tilburg,,,,,,,,,,,
's-Hertogenbosch - Tilburg,,,,,,,,,,,
Almelo - Deventer,,,,,,,,,,,
Baarn - Utrecht Centraal,,,,,,,,,,,
"Alkmaar - Amsterdam Centraal, Alkmaar - Den Helder",,,,,,,,,,,
Den Haag Centraal - Utrecht Centraal,,,,,,,,,,,
Arnhem - Nijmegen,,,,,,,,,,,
Arnhem - Tiel,,,,,,,,,,,
"Rotterdam Centraal - Schiphol Airport, Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam",,,,,,,,,,,
's-Hertogenbosch - Utrecht Centraal,,,,,,,,,,,
Alkmaar - Amsterdam Centraal,,,,,,,,,,,
"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck",,,,,,,,,,,
Eindhoven - Tilburg,,,,,,,,,,,
"Eindhoven - Venlo, Nijmegen - Venlo",,,,,,,,,,,
Eindhoven - Roermond,,,,,,,,,,,
Hamm (Westf.) - Venlo,,,,,,,,,,,
"'s-Hertogenbosch - Utrecht Centraal, Tiel - Utrecht Centraal",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",,,,,,,,,,,
's-Hertogenbosch - Tilburg,,,,,,,,,,,
Heerlen - Sittard,,,,,,,,,,,
Roermond - Sittard,,,,,,,,,,,
Alphen a/d Rijn - Gouda,,,,,,,,,,,
Arnhem - Nijmegen,,,,,,,,,,,
Amersfoort - Utrecht Centraal,,,,,,,,,,,
"Almelo - Deventer, Almelo - Hengelo, Enschede - Hengelo",,,,,,,,,,,
Amsterdam Centraal - Schiphol Airport,,,,,,,,,,,
"Leiden Centraal - Schiphol Airport, Schiphol Airport - Zaandam",,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum",,,,,,,,,,,
Haarlem - Leiden Centraal,,,,,,,,,,,
Almelo - Zwolle,,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen, Amersfoort - Schiphol Airport, Amersfoort - Utrecht Centraal, Amersfoort - Zwolle",,,,,,,,,,,
"Dordrecht - Roosendaal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
's-Hertogenbosch - Eindhoven,,,,,,,,,,,
Heerlen - Sittard,,,,,,,,,,,
Eindhoven - Roermond,,,,,,,,,,,
"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck",,,,,,,,,,,
,,,,,,,,,,,
Deventer - Zwolle,,,,,,,,,,,
"Eindhoven - Venlo, Nijmegen - Venlo",,,,,,,,,,,
Eindhoven - Tilburg,,,,,,,,,,,
Roosendaal - Vlissingen,,,,,,,,,,,
Hoek van Holland Strand - Rotterdam Centraal,,,,,,,,,,,
Lelystad Centrum - Schiphol Airport,,,,,,,,,,,
Amersfoort - Schiphol Airport,,,,,,,,,,,
Alkmaar - Den Helder,,,,,,,,,,,
's-Hertogenbosch - Eindhoven,,,,,,,,,,,
's-Hertogenbosch - Tilburg,,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Roosendaal",,,,,,,,,,,
"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
Leiden Centraal - Schiphol Airport,,,,,,,,,,,
Leiden Centraal - Schiphol Airport,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",,,,,,,,,,,
Roermond - Sittard,,,,,,,,,,,
Rotterdam Centraal - Utrecht Centraal,,,,,,,,,,,
"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport, Amersfoort - Zwolle",,,,,,,,,,,
Nijmegen - Venlo,,,,,,,,,,,
Haarlem - Leiden Centraal,,,,,,,,,,,
"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)",,,,,,,,,,,
Groningen - Zwolle,,,,,,,,,,,
Almelo - Deventer,,,,,,,,,,,
Breda - Tilburg,,,,,,,,,,,
Arnhem - Zutphen,,,,,,,,,,,
Groningen - Zwolle,,,,,,,,,,,
"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",,,,,,,,,,,
Almelo - Zwolle,,,,,,,,,,,
Den Haag HS - Rotterdam Centraal,,,,,,,,,,,
Groningen - Roodeschool,,,,,,,,,,,
"Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",,,,,,,,,,,
"Breda - Dordrecht, Dordrecht - Roosendaal",,,,,,,,,,,
"'s-Hertogenbosch - Tilburg, Breda - Tilburg",,,,,,,,,,,
Rhenen - Utrecht Centraal,,,,,,,,,,,
Rhenen - Utrecht Centraal,,,,,,,,,,,
